species_id,Country,SiteName,Lat,Long,Years,Habitat,EnglishName,LatinName,JetzLatinName,JetzTipLabel,JetzFamily,JetzOrder,NestShape,SampleSize,SuccessfulNests,PercentageSuccessfulNests,DSR,FailedNests,DepredatedNests,PercentageDepredated,NestSuccessNotes,IncubationPeriod.days.,NestlingPeriod.days.,ClutchSize,ReferenceForClutchSize,ReferenceForIncubationPeriod,ReferenceForNestlingPeriod,GeneralNotes,Citation,demelevation,Hemisphere,temptrop2,temptrop
123,Argentina,Mar Chiquita Biosphere Reserve,-30.84628,-62.50471,2013-2015,open,Wren-like Rushbird,Phleocryptes melanops,Phleocryptes melanops,Phleocryptes_melanops,Furnariidae,6799,enclosed,111,NA,NA,0.958,NA,NA,NA,NA,16,16,2.7,Paper,HBW Alive,HBW Alive,NA,"Chiaradia, NM, AD Cardoni, MG Pretelli & JP Isacch. 2017. Breeding biology of the Wren-like Rushbird ( Phleocryptes melanops ) in the southeast pampas of Argentina. Wilson Journal of Ornithology 129: 46-52.",69,S,stemp,temperate
124,Argentina,Bahêa Blanca,-38.583333,-62.06667,2006-2008,semi-open,Firewood-gatherer,Anumbius annumbi,Anumbius annumbi,Anumbius_annumbi,Furnariidae,6802,enclosed,95,24,0.2526,NA,NA,NA,NA,NA,15.5,19.6,5.1,Paper,Paper,Paper,NA,"Delhey K, M Carrizo, LC Verniere, B Mahler & A Peters. 2010. Seasonal variation in reproductive output of a Neotropical temperate suboscine, the Firewood-gatherer (Anumbius annumbi). The Auk 127: 222-231.",120.5611572,S,stemp,temperate
125,Venezuela,Yacambu National Park,9.692964,-69.592088,2002-2008 (inclusive),closed,Spotted Barbtail,Premnoplex brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,6811,enclosed,144,37.44,0.26,0.969,NA,NA,NA,DMR for predation was 0.974,27.2,21.7,2,Paper,Paper,Paper,NA,Munoz D & Martin TE. 2014. Breeding biology of the Spotted barbtail (Premnoplex brunnescens). The Wilson Journal of Ornithology 126: 717-727.,1659.92395,N,trop,tropical
126,Argentina,Cordoba Province,-32.2261151,-66.0208823,"1989, 1990, 1991, 1992, 1993",semi-open,Brown Cacholote,Pseudoseisura lophotes,Pseudoseisura lophotes,Pseudoseisura_lophotes,Furnariidae,6819,enclosed,67,39.73,0.593,NA,NA,NA,NA,SuccNests is %SuccNests x Sample size,19,20.5,2.6,Paper,Paper,Paper,NA,Nores AI & Nores M. 1994. Nest building and nesting behavior of the Brown cacholote. The Wilson Bulletin 106: 106-120.,509.2796326,S,stemp,temperate
127,Panama,"Parque Nacional Soberania, Limbo Plot",9.159722,-79.743333,1996-2004,closed,Streak-chested Antpitta,Hylopezus perspicillatus,Hylopezus perspicillatus,Hylopezus_perspicillatus,Formicariidae,7007,open,71,NA,0.047,0.91385,NA,NA,NA,Estimated DSR from Table 1; Percentage successful from Estimated cumulative rate of nest success from Table 11,22.5,11.5,2,HBW Alive,Paper,Paper,NA,"Brawn JD, G Angehr, N Davros, WD Robinson, JN Styrsky & CE Tarwater. 2011. Sources of variation in the nesting success of understory tropical birds. Journal of Avian Biology 42: 61-68.",117.3729172,N,trop,tropical
128,Venezuela,Yacambu National Park,9.692964,-69.592088,"2003, 2004, 2005, 2006",closed,Rusty-breasted Antpitta,Grallaricula ferrugineipectus,Grallaricula ferrugineipectus,Grallaricula_ferrugineipectus,Formicariidae,7017,open,36,11,0.3055,0.94,NA,NA,NA,NA,17,13.4,2,Paper,Paper,Paper,NA,"Niklison AM, Areta JI, Ruggera RA, Decker KL, Bosque C & Martin T. 2008. Natural history and breeding biology of the Rusty-breasted antpitta (Grallaricula ferrugineipectus). The Wilson Journal of Ornithology 120: 345-352. ",1659.92395,N,trop,tropical
129,Brazil,Salto Morato Nature Reserve,-25.216667,-48.28333,2006-2007,closed,Black-cheeked Gnateater,Conopophaga melanops,Conopophaga melanops,Conopophaga_melanops,Conopophagidae,7032,open,18,4,0.2222,0.966,NA,NA,NA,NA,18,15,2,Paper,HBW Alive,HBW Alive,NA,"de Lima AMX & JJ Roper. 2009. Population dynamics of the black-cheeked gnateater (Conopophaga melanops, Conopophagidae) in southern Brazil. Journal of Tropical Ecology 25: 605-613.",323.9761658,S,stemp,temperate
130,Argentina,Reserva de Biosfera de Nacunan,-34.0333333,-67.9867045,"1995, 1996, 1997, 1998, 1999",semi-open,Crested Gallito,Rhinocrypta lanceolata,Rhinocrypta lanceolata,Rhinocrypta_lanceolata,Rhinocryptidae,7045,enclosed,39,3.081,0.079,0.9133,NA,NA,0.815,SuccNests is %SuccNests x Sample size (DSR is nestling DSR only),16.5,14.5,2,HBW Alive (median),HBW Alive,HBW Alive,NA,"Mezquida ET & Marone L. 2001. Factors affecting nesting success of a bird assembly in the central monte desert, Argentina. Journal of Avian Biology 32: 287-296.",589.6465454,S,stemp,temperate
131,Chile,Chiloe Island,-41.916667,-73.75,1994-1999,closed,Magellanic Tapaculo,Scytalopus magellanicus,Scytalopus magellanicus,Scytalopus_magellanicus,Rhinocryptidae,7085,enclosed,47,NA,0.74,0.993,NA,NA,NA,NA,NA,NA,2.5,HBW Alive (median),NA,NA,NA,"De Santo TL, ME Willson & KE Sieving. 2002. Nesting biology of Tapaculos (Rhinocryptidae) in fragmented south-temperate rainforests of Chile. The Condor 104: 482-495.",19.46176338,S,stemp,temperate
132,United States,"Columbia, Missouri",38.9610218,-92.4905238,"1980, 1981",open,Loggerhead Shrike,Lanius ludovicianus,Lanius ludovicianus,Lanius_ludovicianus,Laniidae,7719,open,55,38,0.691,NA,NA,NA,0.33,%SuccNests is a mean over 2 years,16,18.5,5.7,Paper,HBW Alive,HBW Alive,NA,Kridelbaugh A. 1983. Nesting ecology of the loggerhead shrike in central Missouri. The Wilson Bulletin 95: 303-308.,239.4337463,N,ntemp,temperate
132,United States,Southern Minnesota,44.27643,-94.49824,1986-1987,open,Loggerhead Shrike,Lanius ludovicianus,Lanius ludovicianus,Lanius_ludovicianus,Laniidae,7719,open,61,44,0.7213,NA,NA,NA,NA,NA,16,18.5,5.7,Paper,HBW Alive,HBW Alive,NA,Brooks BL & SA Temple. 1990. Dynamics of a Loggerhead Shrike Population in Minnesota. Wilson Journal of Ornithology 102: 441-450.,285.928833,N,ntemp,temperate
132,United States,"Lawton, Comanche County, Oklahoma",34.657485,-98.48654,1985-1988,open,Loggerhead Shrike,Lanius ludovicianus,Lanius ludovicianus,Lanius_ludovicianus,Laniidae,7719,open,109,NA,0.46,NA,NA,NA,NA,NA,16.9,16.8,5.8,Paper,Paper,Paper,NA,Tyler JD. 1992. Nesting ecology of the Loggerhead Shrike in southwestern Oklahoma. The Wilson Bulletin : 95-104.,411.6262817,N,ntemp,temperate
132,United States,Pawnee National Grassland,40.765436,-104.598137,1969-1972,open,Loggerhead Shrike,Lanius ludovicianus,Lanius ludovicianus,Lanius_ludovicianus,Laniidae,7719,open,154,103,0.67,NA,NA,NA,NA,NA,16,18.5,6.4,Paper,HBW Alive,HBW Alive,NA,"Porter DK, MA Strong, JB Giezentanner & RA Ryder. 1975. Nest ecology, productivity, and growth of the Loggerhead Shrike on the shortgrass prairie. The Southwestern Naturalist : 429-436.",1598.310913,N,ntemp,temperate
132,United States,"Snake River Plain, Idaho",43.463024,-111.976834,1991-1993,open,Loggerhead Shrike,Lanius ludovicianus,Lanius ludovicianus,Lanius_ludovicianus,Laniidae,7719,open,162,NA,0.59,NA,NA,NA,NA,NA,16,18.5,6,HBW Alive (median),HBW Alive,HBW Alive,NA,Woods CP & TJ Cade. 1996. Nesting habits of the Loggerhead Shrike in sagebrush. Condor : 75-81.,1435.827637,N,ntemp,temperate
132,United States,Shenandoah Valley,38.4834559,-78.8585033,"1985, 1986",open,Loggerhead Shrike,Lanius ludovicianus,Lanius ludovicianus,Lanius_ludovicianus,Laniidae,7719,open,80,54,0.64,0.9919,NA,NA,NA,nestling DSR only (egg DSR exluded),16,18.5,6,HBW Alive (median),HBW Alive,HBW Alive,NA,Luukkonen DR. 1987. Status and breeding ecology of the Loggerhead shrike in Virginia. MSc Dissertation. Virginia Polytechnic Institute and State University.,438.7042236,N,ntemp,temperate
133,United States,"Rocky Fork Lakes Conservation Area, Missouri",39.0645,-92.30637,1996-1998,semi-open,Bell's Vireo,Vireo bellii,Vireo bellii,Vireo_bellii,Vireonidae,7756,open,209,NA,NA,0.956,NA,NA,NA,NA,14,11.5,3.7,Paper,HBW Alive,HBW Alive,NA,Budnik JM & FRI Thompson. 2000. Demography of Bell's Vireos in Missouri Grassland-Shrub Habitats. The Auk 117: 925-935.,229.2875366,N,ntemp,temperate
134,United States,"Balcones Escarpment, Texas",30.99537,-100.99178,1956,semi-open,Black-capped Vireo,Vireo atricapilla,Vireo atricapilla,Vireo_atricapilla,Vireonidae,7757,open,25,3,0.12,NA,NA,NA,NA,NA,15,11,3.7,Paper,HBW Alive,HBW Alive,NA,"Graber JW. 1961. Distribution, habitat requirements, and life history of the Black-Capped Vireo (Vireo atricapilla). Ecological Monographs 31: 313-336.",779.7939453,N,ntemp,temperate
134,United States,"Blaine and Canadian counties, Oklahoma",35.685632,-98.25404,1954-1955,semi-open,Black-capped Vireo,Vireo atricapilla,Vireo atricapilla,Vireo_atricapilla,Vireonidae,7757,open,51,12,0.2353,NA,NA,NA,NA,NA,15,11,3.7,Paper,HBW Alive,HBW Alive,NA,"Graber JW. 1961. Distribution, habitat requirements, and life history of the Black-Capped Vireo (Vireo atricapilla). Ecological Monographs 31: 313-336.",430.8587952,N,ntemp,temperate
135,United States,"Mogollon Rim, central Arizona",34.320726,-110.967607,1987-2014,closed,Plumbeous Vireo,Vireo plumbeus,Vireo plumbeus,Vireo_plumbeus,Vireonidae,7786,open,100,NA,NA,0.9578,NA,NA,NA,Daily predation rate is estimated for nestling stage,14,13.4,3.3,Paper,HBW Alive,Paper,"Number of nests not provided but surely >30 for all species in Martin studies, probably >100 (and sometimes >>100) for all species from Arizona site",Martin TE (2015) Data from: Age-related mortality explains life history strategies of tropical and temperate songbirds._Dryad Digital Repository._https://doi.org/10.5061/dryad.2m15n. Martin TE (2015) Age-related mortality explains life history strategies of tropical and temperate songbirds. Science 349(6251): 966-970. https://doi.org/10.1126/science.aad1173,2201.812012,N,ntemp,temperate
135,United States,"National Rifle Association Whittington Center, New Mexico",36.774505,-104.48587,1996-1997,closed,Plumbeous Vireo,Vireo plumbeus,Vireo plumbeus,Vireo_plumbeus,Vireonidae,7786,open,40,12,0.3,NA,NA,NA,NA,Only four of the 40 nests were not parisitized by cowbirds.,14,13.5,3.9,Paper,HBW Alive,HBW Alive,NA,"DeMarco TE, CB Goguen, DR Curson & NE Mathews. 2000. Breeding behavior of the Plumbeous Vireo in New Mexico. Western North American Naturalist 60: 394-402.",1936.956177,N,ntemp,temperate
136,United States,George Washington National Forest,38.49855,-79.17385,1995-1998,closed,Blue-headed Vireo,Vireo solitarius,Vireo solitarius,Vireo_solitarius,Vireonidae,7787,open,85,10,0.114,NA,NA,NA,NA,NA,14.5,11.9,3.8,Paper,Paper,Paper,Study down in NF in two different states. I reported estimates separately for Virginia and West Virginia.,"Dececco, JA, MR Marshall, AB Williams, GA Gale & RJ Cooper. 2000. Comparative seasonal fecundity of four Neotropical migrants in middle Appalachia. The Condor 102: 653-663.",932.6726074,N,ntemp,temperate
136,United States,Monongahela Naitonal Forest,38.62712,-79.83121,1995-1998,closed,Blue-headed Vireo,Vireo solitarius,Vireo solitarius,Vireo_solitarius,Vireonidae,7787,open,139,31,0.226,NA,NA,NA,NA,NA,14.5,11.9,3.8,Paper,Paper,Paper,Study down in NF in two different states. I reported estimates separately for Virginia and West Virginia.,"Dececco, JA, MR Marshall, AB Williams, GA Gale & RJ Cooper. 2000. Comparative seasonal fecundity of four Neotropical migrants in middle Appalachia. The Condor 102: 653-663.",1074.65564,N,ntemp,temperate
136,United States,"National Rifle Association Whittington Center, New Mexico",36.774505,-104.48587,1992-1995,closed,Blue-headed Vireo,Vireo solitarius,Vireo solitarius,Vireo_solitarius,Vireonidae,7787,open,69,6,0.087,0.928,NA,NA,0.37,"Data from Table 3, average of grazed and ungrazed (which did not differ): 90% of nests failed; predation was result for 33.5% of overall nests (other failures due to parasitism (important), weather, or ""other""). So percentage of failures that were due to predation is 33.5/90 =0.37",13.5,12.5,3.5,HBW Alive (median),HBW Alive,HBW Alive,75% of nests parisitized by cowbirds.,Goguen CB & NE Mathews. 1998. Songbird community composition and nesting success in grazed and ungrazed pinyon- juniper woodlands. Journal of Wildlife Management 62: 474-484.,1936.956177,N,ntemp,temperate
137,Ecuador,Ancon (Guayas Province),-2.310831,-80.838557,1955-1958,closed,Red-eyed Vireo,Vireo olivaceus,Vireo olivaceus,Vireo_olivaceus,Vireonidae,7791,open,13,7,0.538461538,NA,NA,NA,NA,3 nests failed due to parasitism; other three due to predators?,12,11,3,Paper,Paper,Paper,NA,Marchant S. 1960. The breeding of some SW Ecuadorian birds. Ibis 102: 349-382,38.60537338,S,trop,tropical
137,United States,George Washington National Forest,38.49855,-79.17385,1995-1998,closed,Red-eyed Vireo,Vireo olivaceus,Vireo olivaceus,Vireo_olivaceus,Vireonidae,7791,open,23,2,0.099,NA,NA,NA,NA,NA,14,11.5,3.2,Paper,Paper,Paper,Study down in NF in two different states. I reported estimates separately for Virginia and West Virginia.,"Dececco, JA, MR Marshall, AB Williams, GA Gale & RJ Cooper. 2000. Comparative seasonal fecundity of four Neotropical migrants in middle Appalachia. The Condor 102: 653-663.",932.6726074,N,ntemp,temperate
137,United States,Monongahela Naitonal Forest,38.62712,-79.83121,1995-1998,closed,Red-eyed Vireo,Vireo olivaceus,Vireo olivaceus,Vireo_olivaceus,Vireonidae,7791,open,182,78,0.43,NA,NA,NA,NA,NA,14,11.5,3.2,Paper,Paper,Paper,Study down in NF in two different states. I reported estimates separately for Virginia and West Virginia.,"Dececco, JA, MR Marshall, AB Williams, GA Gale & RJ Cooper. 2000. Comparative seasonal fecundity of four Neotropical migrants in middle Appalachia. The Condor 102: 653-663.",1074.65564,N,ntemp,temperate
137,United States,Stone Valley Rec Area PA,40.6603419,-77.9228411,1998-1999,closed,Red-eyed Vireo,Vireo olivaceus,Vireo olivaceus,Vireo_olivaceus,Vireonidae,7791,open,66,NA,0.49,NA,NA,NA,NA,DSR not reported,13,11,3,HBW Alive (median),HBW Alive,HBW Alive,NA,"Siepielski AM, AD Rodewald & RH Yahner. 2001. Nest site selection and nesting success of the Red-eyed Vireo in central Pennsylvania. The Wilson Bulletin 113: 302-307.",250.3270111,N,ntemp,temperate
137,United States," Baldwin Bird Research Laboratory, Chagrin Valley",41.0818388,-83.6806665,1921-1939 (inclusive),closed,Red-eyed Vireo,Vireo olivaceus,Vireo olivaceus,Vireo_olivaceus,Vireonidae,7791,open,13,8.06,0.62,NA,NA,NA,NA,SuccNests calculated by %SuccNests x sample size,13,11,3,HBW Alive (median),HBW Alive,HBW Alive,NA,Kendeigh CS. 1942. Analysis in losses in the nesting of birds. Journal of Wildlife Management 6: 19-26.,234.1185455,N,ntemp,temperate
137,Canada,Algonquin Provincial Park,45.8450401,-78.4657799,1940-1950 (inclusive),closed,Red-eyed Vireo,Vireo olivaceus,Vireo olivaceus,Vireo_olivaceus,Vireonidae,7791,open,30,18,0.6,NA,NA,NA,NA,SuccNests calculated by %SuccNests x sample size,13,10,3,HBW Alive (median),Paper,Paper,NA,Lawrence LK. 1953. Nestling life and behaviour of the Red-eyed vireo. The Canadian Field Naturalist 67: 47-87.,410.4928894,N,ntemp,temperate
137,Canada,Algonquin Provinvial Park,45.39908,-78.30403,1994-1997,closed,Red-eyed Vireo,Vireo olivaceus,Vireo olivaceus,Vireo_olivaceus,Vireonidae,7791,open,83,NA,NA,0.9456,NA,NA,NA,Daily nest mortality reported for different size cutblcoks. Size of study area spanned roughly 100km. No significant differences between nest success in different plots so I pooled data and reported mean DSR.,13,11,3,HBW Alive (median),HBW Alive,HBW Alive,NA,Burke DM & E Nol. 2000. Landscape and Fragment Size Effects on Reproductive Success of Forest-Breeding Birds in Ontario. Ecological Applications 10: 1749-1761.,489.2186279,N,ntemp,temperate
138,Costa Rica,Los Cusingos,9.333448,-83.627878,1942-1982,closed,Yellow-green Vireo,Vireo flavoviridis,Vireo flavoviridis,Vireo_flavoviridis,Vireonidae,7795,open,12,7,0.583333333,NA,NA,NA,NA,NA,13.5,13,3,Paper,HBW Alive,HBW Alive,NA,Skutch AF. 1966. A breeding bird census and nesting success in Central America. Ibis 108: 1-16.,818.7720947,N,trop,tropical
139,United States,Sierra Nevada National Forest,37.373112,-119.232401,1995-2002,closed,Warbling Vireo,Vireo gilvus,Vireo gilvus,Vireo_gilvus,Vireonidae,7803,open,15,NA,0.3,0.962,NA,NA,NA,dsr and % success reported in paper,12.3,15.8,3.6,Paper,Paper,Paper,ponderosa forest,Purcell KL. 2006. Abundance and productivity of Warbling Vireos across an elevational gradient in the Sierra Nevada. The Condor 108: 315-325.,1817.004395,N,ntemp,temperate
139,United States,Sierra Nevada National Forest,37.373112,-119.232401,1995-2002,closed,Warbling Vireo,Vireo gilvus,Vireo gilvus,Vireo_gilvus,Vireonidae,7803,open,58,NA,0.6,0.983,NA,NA,NA,dsr and % success reported in paper,12.3,15.8,3.6,Paper,Paper,Paper,mixed conifer forest,Purcell KL. 2006. Abundance and productivity of Warbling Vireos across an elevational gradient in the Sierra Nevada. The Condor 108: 315-325.,1817.004395,N,ntemp,temperate
139,United States,"Mogollon Rim, central Arizona",34.320726,-110.967607,1987-2014,closed,Warbling Vireo,Vireo gilvus,Vireo gilvus,Vireo_gilvus,Vireonidae,7803,open,100,NA,NA,0.9784,NA,NA,NA,Daily predation rate is estimated for nestling stage,12.5,13.437,3.7,Paper,HBW Alive,Paper,"Number of nests not provided but surely >30 for all species in Martin studies, probably >100 (and sometimes >>100) for all species from Arizona site",Martin TE (2015) Data from: Age-related mortality explains life history strategies of tropical and temperate songbirds._Dryad Digital Repository._https://doi.org/10.5061/dryad.2m15n. Martin TE (2015) Age-related mortality explains life history strategies of tropical and temperate songbirds. Science 349(6251): 966-970. https://doi.org/10.1126/science.aad1173,2203.458984,N,ntemp,temperate
139,United States,Sagehen Cr California,39.430553,-120.241282,1998,closed,Warbling Vireo,Vireo gilvus,Vireo gilvus,Vireo_gilvus,Vireonidae,7803,open,69,NA,0.3,0.959,NA,NA,NA,NA,12.5,14,3.5,HBW Alive (median),HBW Alive,HBW Alive,NA,"Smith JI, MD Reynolds & G LeBuhn. 2005. Warbling Vireo reproductive success and nest-site characteristics in the northern Sierra Nevada, California. Journal of field Ornithology 76: 383-389.",2065.348389,N,ntemp,temperate
139,United States,Hart Mountain National Antelope Refuge,42.5488642,-119.6896567,"2001, 2002",closed,Warbling Vireo,Vireo gilvus,Vireo gilvus,Vireo_gilvus,Vireonidae,7803,open,30,18.9,0.63,0.978,NA,NA,0.36,NA,12.5,14,3.5,HBW Alive (median),HBW Alive,HBW Alive,predation caused 69% of failures for all species pooled in this study,Heltzel JM & Earnst SL. 2006. Factors influencing nest success of songbirds in aspen and willow riparian areas in the Great Basin. The Condor 108: 842-855.,1808.86499,N,ntemp,temperate
140,Costa Rica,Monteverde,10.289232,-84.776261,1988-1996,closed,Brown Jay,Cyanocorax morio,Cyanocorax morio,Cyanocorax_morio,Corvidae,8020,open,448,317,0.707589286,NA,NA,NA,NA,egg stage: 92 0f 255 failed. Nestling stage: 39 of 163 failed,19,25,5,HBW Alive (median),HBW Alive,HBW Alive,NA,Williams DA & AM Hale. 2006. Helper effects on offspring production in cooperatively breeding brown jays (Cyanocorax morio). The Auk 123; 847-857.,1409.87561,N,trop,tropical
141,Costa Rica,Santa Rosa National Park,10.872998,-85.633698,"1980, 1981, 1982",semi-open,White-throated Magpie-Jay,Cyanocorax formosus,Calocitta formosa,Calocitta_formosa,Corvidae,8022,open,56,21.28,0.38,NA,NA,NA,NA,SuccNests calculated by %SuccNests x sample size,21,23,4,HBW Alive (median),Other papers in dataset on same species,HBW Alive,NA,Innes KE & Johnston RE. 1996. Cooperative breeding in the white-throated magpie-jay. How do auxiliaries influence nesting success? Animal Behaviour 51: 519-533.,216.4924316,N,trop,tropical
